9.0	1	Australian National U (http://english.cas.cn/join_us/jobs/201512/t20151204_157107.shtml)	9.0 +++ https://ror.org/019wvm592+++ (Australian National University+++http://www.anu.edu.au/)	16.0 +++ https://ror.org/00892tw58+++ (University of Adelaide+++http://www.adelaide.edu.au/)	18.0 +++ https://ror.org/03r8z3t63+++ (UNSW Sydney+++https://www.unsw.edu.au/)
11.0	2	1061 Research (http://1061research.com/)	11.0 +++ https://ror.org/03r8z3t63+++ (UNSW Sydney+++https://www.unsw.edu.au/)	12.0 +++ https://ror.org/03r8z3t63+++ (UNSW Sydney+++https://www.unsw.edu.au/)	12.0 +++ https://ror.org/019wvm592+++ (Australian National University+++http://www.anu.edu.au/)
0.0	44	Adelaide Uni (http://www.adelaide.edu.au/)	0.0 +++ https://ror.org/00892tw58+++ (University of Adelaide+++http://www.adelaide.edu.au/)	10.0 +++ https://ror.org/019wvm592+++ (Australian National University+++http://www.anu.edu.au/)	11.0 +++ https://ror.org/03r8z3t63+++ (UNSW Sydney+++https://www.unsw.edu.au/)
