48.0		https://fairsharing.org/organisations/1	Australian National U (http://english.cas.cn/join_us/jobs/201512/t20151204_157107.shtml)	48.0 +++ https://ror.org/00jtmb277+++ (University of Wollongong+++https://www.uow.edu.au/index.html)	52.0 +++ https://ror.org/01kj2bm70+++ (Newcastle University+++http://www.ncl.ac.uk/)	52.0 +++ https://ror.org/02bfwt286+++ (Monash University+++http://www.monash.edu/)
13.0		https://fairsharing.org/organisations/2	1061 Research (http://1061research.com/)	13.0 +++ https://ror.org/01kj2bm70+++ (Newcastle University+++http://www.ncl.ac.uk/)	13.0 +++ https://ror.org/02bfwt286+++ (Monash University+++http://www.monash.edu/)	14.0 +++ https://ror.org/01sf06y89+++ (Macquarie University+++http://mq.edu.au/)
0.0		https://fairsharing.org/organisations/44	Adelaide Uni (http://www.adelaide.edu.au/)	0.0 +++ https://ror.org/00892tw58+++ (University of Adelaide+++http://www.adelaide.edu.au/)	7.0 +++ https://ror.org/01nfmeh72+++ (University of Tasmania+++http://www.utas.edu.au/)	7.0 +++ https://ror.org/019wvm592+++ (Australian National University+++http://www.anu.edu.au/)
